Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,DrawOperationTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\DrawOperationTests.cs,Rectangle_Bounds_Are_Snapped_To_Pixels,The method has 11 parameters. Parameters: x' y' width' height' scaleX' scaleY' penThickness' expectedX' expectedY' expectedWidth' expectedHeight
Long Parameter List,Avalonia.Visuals.UnitTests.VisualTree,MockRenderInterface,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\VisualTree\MockRenderInterface.cs,CreateFormattedText,The method has 7 parameters. Parameters: text' typeface' fontSize' textAlignment' wrapping' constraint' spans
Long Parameter List,Avalonia.Visuals.UnitTests.VisualTree,MockRenderInterface,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\VisualTree\MockRenderInterface.cs,LoadBitmap,The method has 5 parameters. Parameters: format' data' size' dpi' stride
Long Parameter List,Avalonia.Visuals.UnitTests.VisualTree,MockStreamGeometryContext,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\VisualTree\MockRenderInterface.cs,ArcTo,The method has 5 parameters. Parameters: point' size' rotationAngle' isLargeArc' sweepDirection
Long Statement,Avalonia.Visuals.UnitTests.Rendering,DeferredRendererTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\DeferredRendererTests.cs,Should_Draw_Transparent_Layer_With_Correct_Opacity,The length of the statement  "            context.Verify(x => x.DrawImage(borderLayer' 0.5' It.IsAny<Rect>()' It.IsAny<Rect>()' BitmapInterpolationMode.Default)); " is 120.
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Disposing_Scene_Releases_DrawOperation_References,The following statement contains a magic number: Assert.Equal(3' bitmap.RefCount);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Disposing_Scene_Releases_DrawOperation_References,The following statement contains a magic number: Assert.Equal(2' bitmap.RefCount);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Replacing_Control_Releases_DrawOperation_Reference,The following statement contains a magic number: Assert.Equal(2' bitmap.RefCount);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_Children_Should_Start_New_Layer,The following statement contains a magic number: var tree = new TestRoot                  {                      Padding = new Thickness(10)'                      Width = 100'                      Height = 120'                      Child = decorator = new Decorator                      {                          Padding = new Thickness(11)'                          Child = border = new Border                          {                              Background = Brushes.Red'                              Padding = new Thickness(12)'                              Child = canvas = new Canvas()                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_Children_Should_Start_New_Layer,The following statement contains a magic number: var tree = new TestRoot                  {                      Padding = new Thickness(10)'                      Width = 100'                      Height = 120'                      Child = decorator = new Decorator                      {                          Padding = new Thickness(11)'                          Child = border = new Border                          {                              Background = Brushes.Red'                              Padding = new Thickness(12)'                              Child = canvas = new Canvas()                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_Children_Should_Start_New_Layer,The following statement contains a magic number: var tree = new TestRoot                  {                      Padding = new Thickness(10)'                      Width = 100'                      Height = 120'                      Child = decorator = new Decorator                      {                          Padding = new Thickness(11)'                          Child = border = new Border                          {                              Background = Brushes.Red'                              Padding = new Thickness(12)'                              Child = canvas = new Canvas()                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_Children_Should_Start_New_Layer,The following statement contains a magic number: var tree = new TestRoot                  {                      Padding = new Thickness(10)'                      Width = 100'                      Height = 120'                      Child = decorator = new Decorator                      {                          Padding = new Thickness(11)'                          Child = border = new Border                          {                              Background = Brushes.Red'                              Padding = new Thickness(12)'                              Child = canvas = new Canvas()                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_Children_Should_Start_New_Layer,The following statement contains a magic number: var tree = new TestRoot                  {                      Padding = new Thickness(10)'                      Width = 100'                      Height = 120'                      Child = decorator = new Decorator                      {                          Padding = new Thickness(11)'                          Child = border = new Border                          {                              Background = Brushes.Red'                              Padding = new Thickness(12)'                              Child = canvas = new Canvas()                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_Children_Should_Start_New_Layer,The following statement contains a magic number: var animation = new BehaviorSubject<double>(0.5);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_Children_Should_Start_New_Layer,The following statement contains a magic number: Assert.Equal(0.5' scene.Layers[border].Opacity);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_Children_Should_Start_New_Layer,The following statement contains a magic number: Assert.Equal(2' scene.Layers.Count());
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_Children_Should_Start_New_Layer,The following statement contains a magic number: Assert.Equal(new Rect(21' 21' 58' 78)' rootDirty.Single());
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_Children_Should_Start_New_Layer,The following statement contains a magic number: Assert.Equal(new Rect(21' 21' 58' 78)' rootDirty.Single());
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_Children_Should_Start_New_Layer,The following statement contains a magic number: Assert.Equal(new Rect(21' 21' 58' 78)' rootDirty.Single());
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_Children_Should_Start_New_Layer,The following statement contains a magic number: Assert.Equal(new Rect(21' 21' 58' 78)' rootDirty.Single());
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_No_Children_Should_Not_Start_New_Layer,The following statement contains a magic number: var tree = new TestRoot                  {                      Padding = new Thickness(10)'                      Width = 100'                      Height = 120'                      Child = decorator = new Decorator                      {                          Padding = new Thickness(11)'                          Child = border = new Border                          {                              Background = Brushes.Red'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_No_Children_Should_Not_Start_New_Layer,The following statement contains a magic number: var tree = new TestRoot                  {                      Padding = new Thickness(10)'                      Width = 100'                      Height = 120'                      Child = decorator = new Decorator                      {                          Padding = new Thickness(11)'                          Child = border = new Border                          {                              Background = Brushes.Red'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_No_Children_Should_Not_Start_New_Layer,The following statement contains a magic number: var tree = new TestRoot                  {                      Padding = new Thickness(10)'                      Width = 100'                      Height = 120'                      Child = decorator = new Decorator                      {                          Padding = new Thickness(11)'                          Child = border = new Border                          {                              Background = Brushes.Red'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_No_Children_Should_Not_Start_New_Layer,The following statement contains a magic number: var tree = new TestRoot                  {                      Padding = new Thickness(10)'                      Width = 100'                      Height = 120'                      Child = decorator = new Decorator                      {                          Padding = new Thickness(11)'                          Child = border = new Border                          {                              Background = Brushes.Red'                          }                      }                  };
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Control_With_Animated_Opacity_And_No_Children_Should_Not_Start_New_Layer,The following statement contains a magic number: var animation = new BehaviorSubject<double>(0.5);
Magic Number,Avalonia.Visuals.UnitTests.Rendering.SceneGraph,SceneBuilderTests,D:\research\architectureSmells\repos\grokys_Perspex\tests\Avalonia.Visuals.UnitTests\Rendering\SceneGraph\SceneBuilderTests.cs,Removing_Control_With_Animated_Opacity_Should_Remove_Layers,The following statement contains a magic number: var tree = new TestRoot                  {                      Padding = new Thickness(10)'                      Width = 100'                      Height = 120'                      Child = decorator = new Decorator                      {                          Padding = new Thickness(11)'                          Child = border = new Border                          {                              Background = Brushes.Red'                              Padding = new Thickness(12)'                              Child = canvas = new Canvas                              {                                  Children = { new TextBlock() }'                              }                          }                      }                  };
